product_name,permit_number,permit_type,crop,target,purpose,dose,dose_unit,spray_volume,spray_volume_unit,bbch_min,bbch_max,treatment_time,phi,max_treatments,min_interval_days,expiry_date,latest_document,source_pdf,issue_reason
Sulfolac 80 WG (er.név: Eurokén 2000 80 WG),35383/2001,alapengedely,"fejes káposzta, vörös, káposzta, kelkáposzta, bimbós kel, brokkoli, karfiol, karalábé, spenót, sóska",lisztharmat,gombaölő szer,3-5,kg/ha,400-600,l/ha,41,41,fejesedés kezdetétől (BBCH 41) végleges fejméret vagy végső levéltömeg eléréséig (BBCH 49),,4,7,,Sulfolac80WG_mod_20251125.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=348142315es348148805&documentName=Sulfolac80WG_mod_20251125.pdf,missing point 4 row recovered from markdown table audit; source Sulfolac_80_WG_(er.név_Eurokén_2000_80_WG)__35383-2001__Sulfolac80WG_mod_20251125.md line 381
Sulfolac 80 WG (er.név: Eurokén 2000 80 WG),35383/2001,alapengedely,"sárgarépa, petrezselyem, zeller, cékla, torma",lisztharmat,gombaölő szer,3-5,kg/ha,400-600,l/ha,12,12,2 leveles állapottól (BBCH 12) gyökérnövekedés végéig (BBCH 49),,4,7,,Sulfolac80WG_mod_20251125.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=348142315es348148805&documentName=Sulfolac80WG_mod_20251125.pdf,missing point 4 row recovered from markdown table audit; source Sulfolac_80_WG_(er.név_Eurokén_2000_80_WG)__35383-2001__Sulfolac80WG_mod_20251125.md line 383
Sulfolac 80 WG (er.név: Eurokén 2000 80 WG),35383/2001,alapengedely,tölgy,lisztharmat,gombaölő szer,1.5-3,kg/ha,500-1500,l/ha,,,rügypattanást követően,,3,7,,Sulfolac80WG_mod_20251125.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=348142315es348148805&documentName=Sulfolac80WG_mod_20251125.pdf,missing point 4 row recovered from markdown table audit; source Sulfolac_80_WG_(er.név_Eurokén_2000_80_WG)__35383-2001__Sulfolac80WG_mod_20251125.md line 384
Tecorla,8750/3212-1/2026,alapengedely,"fejes káposzta, vörös káposzta, kelkáposzta, csúcsos káposzta","káposztalepke, répalepke, káposztamoly, káposzta- bagolylepke, veteménymoly, szalmaszínű sodrómoly",rovarölő szer,500,ml/ha,200-400,l/ha,41,49,fejesedés kezdete ‒ végleges fejméret (BBCH 41-49),,2,14,,Tecorla_eng_20260224_.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=348630189es348657236&documentName=Tecorla_eng_20260224_.pdf,missing point 4 row recovered from markdown table audit; source Tecorla__8750-3212-1-2026__Tecorla_eng_20260224.md line 280
Tecorla,8750/3212-1/2026,alapengedely,"brokkoli, karfiol","káposztalepke, répalepke, káposztamoly, káposzta- bagolylepke, veteménymoly, szalmaszínű sodrómoly",rovarölő szer,500,ml/ha,200-800,l/ha,41,49,fejesedés kezdete ‒ végleges fejméret (BBCH 41-49),,2,14,,Tecorla_eng_20260224_.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=348630189es348657236&documentName=Tecorla_eng_20260224_.pdf,missing point 4 row recovered from markdown table audit; source Tecorla__8750-3212-1-2026__Tecorla_eng_20260224.md line 281
Tecorla,8750/3212-1/2026,alapengedely,sárgarépa,sárgarépalégy,rovarölő szer,700,ml/ha,200-800,l/ha,70,89,magtermesztés esetén első termések kialakulása – teljes érésig (BBCH 70-89),,2,14,,Tecorla_eng_20260224_.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=348630189es348657236&documentName=Tecorla_eng_20260224_.pdf,missing point 4 row recovered from markdown table audit; source Tecorla__8750-3212-1-2026__Tecorla_eng_20260224.md line 282
Tecorla,8750/3212-1/2026,alapengedely,sárgarépa,"bagolylepke fajok, sárgarépamoly, köménymoly, sárgarépa- fúrómoly",rovarölő szer,600,ml/ha,200-800,l/ha,70,89,magtermesztés esetén első termések kialakulása – teljes érésig (BBCH 70-89),,1,14,,Tecorla_eng_20260224_.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=348630189es348657236&documentName=Tecorla_eng_20260224_.pdf,missing point 4 row recovered from markdown table audit; source Tecorla__8750-3212-1-2026__Tecorla_eng_20260224.md line 283
Tecorla,8750/3212-1/2026,alapengedely,"zeller, petrezselyem, pasztinák",sárgarépalégy,rovarölő szer,700,ml/ha,200-800,l/ha,70,89,magtermesztés esetén első termések kialakulása – teljes érésig (BBCH 70-89),,2,14,,Tecorla_eng_20260224_.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=348630189es348657236&documentName=Tecorla_eng_20260224_.pdf,missing point 4 row recovered from markdown table audit; source Tecorla__8750-3212-1-2026__Tecorla_eng_20260224.md line 284
Tecorla,8750/3212-1/2026,alapengedely,"zeller, petrezselyem, pasztinák","bagolylepke fajok, sárgarépamoly, köménymoly, sárgarépa- fúrómoly",rovarölő szer,600,ml/ha,200-800,l/ha,70,89,magtermesztés esetén első termések kialakulása – teljes érésig (BBCH 70-89),,1,14,,Tecorla_eng_20260224_.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=348630189es348657236&documentName=Tecorla_eng_20260224_.pdf,missing point 4 row recovered from markdown table audit; source Tecorla__8750-3212-1-2026__Tecorla_eng_20260224.md line 286
Vitra Rézhidroxid,45162/1999,alapengedely,szilva,"baktériumos és gombás eredetű ágelhalás, sztigminás betegség (levéllyukacsosodás), moníliás virág- és hajtáspusztulás, tafrinás betegség",gombaölő szer,2,kg/ha,400-1000,l/ha,95,95,50%-os levélsárgulástól (BBCH 95) virágrügy- pattanásig (BBCH 53),,4,7,,Vitra Rézhidroxid megújítás_0052080-1_2024.11.15_publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=346208231es346208536&documentName=Vitra+R%c3%a9zhidroxid+meg%c3%baj%c3%adt%c3%a1s_0052080-1_2024.11.15_publikus.pdf,missing point 4 row recovered from markdown table audit; source Vitra_Rézhidroxid__45162-1999__Vitra_Rézhidroxid_megújítás_0052080-1_2024.11.15_publikus.md line 278
Vitra Rézhidroxid,45162/1999,alapengedely,paradicsom hajtatott,baktériumos és gombás eredetű betegségek (kivéve lisztharmat),gombaölő szer,1.5-2,kg/ha,400-1000,l/ha,15,15,5 leveles állapottól (BBCH 15) érés kezdetéig (BBCH 81),,5,10,,Vitra Rézhidroxid megújítás_0052080-1_2024.11.15_publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=346208231es346208536&documentName=Vitra+R%c3%a9zhidroxid+meg%c3%baj%c3%adt%c3%a1s_0052080-1_2024.11.15_publikus.pdf,missing point 4 row recovered from markdown table audit; source Vitra_Rézhidroxid__45162-1999__Vitra_Rézhidroxid_megújítás_0052080-1_2024.11.15_publikus.md line 279
Vitra Rézhidroxid,45162/1999,alapengedely,"uborka, cukkíni szabadföldi és hajtatott",baktériumos és gombás eredetű betegségek (kivéve lisztharmat),gombaölő szer,1.5-2,kg/ha,400-1000,l/ha,15,15,5 leveles állapottól (BBCH 15) termésnövekedés végéig (BBCH 79),,5,10,,Vitra Rézhidroxid megújítás_0052080-1_2024.11.15_publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=346208231es346208536&documentName=Vitra+R%c3%a9zhidroxid+meg%c3%baj%c3%adt%c3%a1s_0052080-1_2024.11.15_publikus.pdf,missing point 4 row recovered from markdown table audit; source Vitra_Rézhidroxid__45162-1999__Vitra_Rézhidroxid_megújítás_0052080-1_2024.11.15_publikus.md line 280
Vitra Rézhidroxid,45162/1999,alapengedely,"cseresznye, meggy",blumeriellás levélfoltosság,gombaölő szer,2,kg/ha,400-1000,l/ha,95,95,50%-os levélsárgulástól (BBCH 95) virágrügy- pattanásig (BBCH 53),,4,7,,Vitra Rézhidroxid megújítás_0052080-1_2024.11.15_publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=346208231es346208536&documentName=Vitra+R%c3%a9zhidroxid+meg%c3%baj%c3%adt%c3%a1s_0052080-1_2024.11.15_publikus.pdf,missing point 4 row recovered from markdown table audit; source Vitra_Rézhidroxid__45162-1999__Vitra_Rézhidroxid_megújítás_0052080-1_2024.11.15_publikus.md line 282
Vitra Rézhidroxid,45162/1999,alapengedely,tojásgyümölcs hajtatott,baktériumos és gombás eredetű betegségek (kivéve lisztharmat),gombaölő szer,1.5-2,kg/ha,400-1000,l/ha,15,15,5 leveles állapottól (BBCH 15) érés kezdetéig (BBCH 81),,5,10,,Vitra Rézhidroxid megújítás_0052080-1_2024.11.15_publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=346208231es346208536&documentName=Vitra+R%c3%a9zhidroxid+meg%c3%baj%c3%adt%c3%a1s_0052080-1_2024.11.15_publikus.pdf,missing point 4 row recovered from markdown table audit; source Vitra_Rézhidroxid__45162-1999__Vitra_Rézhidroxid_megújítás_0052080-1_2024.11.15_publikus.md line 283
Affirm,02.5/2507/2/2009,alapengedely,"karfiol, brokkoli, fejes káposzta, bimbóskel, kínai kel, fodroskel","káposztalepke, fehér lepkék, káposzta- bagolylepke, gamma bagolylepke, káposztamoly, saláta- bagolylepke, vetési bagolylepke, gyapottok- bagolylepke",rovarölő szer,1.5,kg/ha,400-800,l/ha,11,49,"1 leveles állapot – végleges fejméret, a csúcsrügy alatti bimbók szorosan zártak (bimbóskel) BBCH 11-49",,2,7,,Affirm_mód_20260225.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=348630191es348657238&documentName=Affirm_m%c3%b3d_20260225.pdf,missing point 4 row recovered from markdown table audit; source Affirm__02.5-2507-2-2009__Affirm_mód_20260225.md line 354
Alar 85,46.094/1981,alapengedely,gardénia,"dísznövények növénymagasságának csökkentésére, a virágszám növelésére, színintenzitás fokozására",növekedés szabályozó szer,2-5,kg/ha,750-1500,l/ha,,,növények végleges magasságának 2/3- ánál,,3,7,,Alar 85 ATP 18 mod_1794_2023 08 09 final indoklás nélkül.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=343516704es343508766&documentName=Alar+85+ATP+18+mod_1794_2023+08+09+final+indokl%c3%a1s+n%c3%a9lk%c3%bcl.pdf,missing point 4 row recovered from markdown table audit; source Alar_85__46.094-1981__Alar_85_ATP_18_mod_1794_2023_08_09_final_indoklás_nélkül.md line 416
Amistar Max,6700/0041100-6/2024,alapengedely,rozs,barnarozsda (levélrozsda),gombaölő szer,1,l/ha,1.5,l/ha,,,150-400,,levélfoltosság,,,AmistarMax_eng_67000041100-62024_20241205_Publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=346291216es346268477&documentName=AmistarMax_eng_67000041100-62024_20241205_Publikus.pdf,missing point 4 row recovered from markdown table audit; source Amistar_Max__6700-0041100-6-2024__AmistarMax_eng_67000041100-62024_20241205_Publikus.md line 160
Amistar Max,6700/0041100-6/2024,alapengedely,tritikálé,"barnarozsda (levélrozsda), szeptóriás levélfoltosság",gombaölő szer,1,l/ha,1.5,l/ha,,,150-400,,levélfoltosság,,,AmistarMax_eng_67000041100-62024_20241205_Publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=346291216es346268477&documentName=AmistarMax_eng_67000041100-62024_20241205_Publikus.pdf,missing point 4 row recovered from markdown table audit; source Amistar_Max__6700-0041100-6-2024__AmistarMax_eng_67000041100-62024_20241205_Publikus.md line 161
Amistar Sun 325 SC,6300/2840-2/2022,alapengedely,napraforgó,alternáriás levél- és szárfoltosság,gombaölő szer,0.8-1,l/ha,20,l/ha,16,16,6 leveles állapottól (BBCH 16) sziromlevelek megjelenéséig (BBCH 59),,2,14,,AmistarSun325SC_mod_20250618.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=347577819es347562500&documentName=AmistarSun325SC_mod_20250618.pdf,missing point 4 row recovered from markdown table audit; source Amistar_Sun_325_SC__6300-2840-2-2022__AmistarSun325SC_mod_20250618.md line 479
Amylo-X,6300/425-1/2021,alapengedely,szamóca(zárt termesztő berendezés),"lisztharmat, szürkepenész",gombaölő szer,1.5-2.5,kg/ha,500-1000,l/ha,10,10,1. levél megjelenésétől (BBCH 10) – betakarítás előtti állapotig (BBCH 89),,6,7,,AmyloX_mod_20260217.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=348529243es348591503&documentName=AmyloX_mod_20260217.pdf,missing point 4 row recovered from markdown table audit; source Amylo-X__6300-425-1-2021__AmyloX_mod_20260217.md line 248
Ascra Xpro,04.2/3615-1/2018,alapengedely,őszi és tavaszi búza,"sárgarozsda, vörösrozsda, lisztharmat, szeptoriás levélfoltosság, pirenfórás levélfoltosságok, kalászfuzáriózis",gombaölő szer,0.9-1.5,l/ha,200-400,l/ha,30,30,szárba indulás kezdetétől (BBCH 30) virágzás kezdetéig (BBCH 61),,2,14,,AscraXpro_mód_20230516.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=342908318es342856230&documentName=AscraXpro_m%c3%b3d_20230516.pdf,missing point 4 row recovered from markdown table audit; source Ascra_Xpro__04.2-3615-1-2018__AscraXpro_mód_20230516.md line 223
Azaka,04.2/1985-1/2016,alapengedely,"őszi káposztarepce, olajretek","alternáriás-, fómás betegség, szürkepenész, fehérpenész",gombaölő szer,0.75-1,l/ha,250-500,l/ha,60,60,virágzás megindulásától (BBCH 60) 50%-os virágzásig BBCH 65,,1,14,,Azaka_mod_20220720.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=328137931es328136432&documentName=Azaka_mod_20220720.pdf,missing point 4 row recovered from markdown table audit; source Azaka__04.2-1985-1-2016__Azaka_mod_20220720.md line 217
Badge SC,6300/655-1/2019,alapengedely,"őszibarack, nektarin, kajszi, szilva, cseresznye, meggy","moníliás betegség, tafrinás levélfodrosodás, sztigminás betegség (levéllyukacsosodás), baktériumos és gombás ágelhalás",gombaölő szer,3.6-4,l/ha,1000-1500,l/ha,91,91,levélsárgulás kezdetétől (BBCH 91) virágrügyek megjelenéséig (BBCH 55),,4,14,,BadgeSC_mód_20250904.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=347800750es347859801&documentName=BadgeSC_m%c3%b3d_20250904.pdf,missing point 4 row recovered from markdown table audit; source Badge_SC__6300-655-1-2019__BadgeSC_mód_20250904.md line 730
BeePlus,04.2/4623-1/2018,alapengedely,"őszi káposztarepce, mustár, olajretek gyümölcsfélék (cseresznye, meggy, kajszi, őszibarack, mandula, szilva, málna, szeder, köszméte, ribiszke, riszméte, szamóca, fekete bodza, alma, körte, birs, naspolya",méhcsalogatás,csalogató (attraktáns),1-2,l/ha,300-800,l/ha,61,63,virágzás kezdete BBCH 61-63 virágzás kezdete BBCH 61-63,,1,permetezés,,BeePlus_eng_20190206.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=301777686es301779663&documentName=BeePlus_eng_20190206.pdf,missing point 4 row recovered from markdown table audit; source BeePlus__04.2-4623-1-2018__BeePlus_eng_20190206.md line 164
Beloukha,6700/0078734-1/2024,alapengedely,"3 évesnél idősebb szőlő (bor, csemege)",magról kelő egy- és kétszikű gyomnövények,gyomirtó szer,16,l/ha,200-400,l/ha,,,a vegetációs időszakban a gyomok felszaporodásakor,,2,14-28,,Beloukha_mód_2025.10.16.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=347992899es348006580&documentName=Beloukha_m%c3%b3d_2025.10.16.pdf,missing point 4 row recovered from markdown table audit; source Beloukha__6700-0078734-1-2024__Beloukha_mód_2025.10.16.md line 209
Blossom Protect,04.2/2735-1/2011,alapengedely,"Almatermésűek (alma, körte, birs, naspolya) 1 m-es 2 m-es 3 m-es vagy magasabb lombkorona",tűzelhalás,gombaölő szer,0.75-2.25,kg/ha,500-1500,l/ha,61,61,virágzás kezdetétől (BBCH 61) 50%-os sziromhullásig (BBCH 67),,5,1,,Blossom Protect_mód_20250205.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=346545557es346495049&documentName=Blossom+Protect_m%c3%b3d_20250205.pdf,missing point 4 row recovered from markdown table audit; source Blossom_Protect__04.2-2735-1-2011__Blossom_Protect_mód_20250205.md line 165
Blossom Protect,04.2/2735-1/2011,alapengedely,"Almatermésűek (alma, körte, birs, naspolya) 1 m-es 2 m-es 3 m-es vagy magasabb lombkorona","tárolási betegségek (Penicillium spp., Botrytis spp., Monilia sp.stb)",gombaölő szer,0.5-1.5,kg/ha,500-1500,l/ha,81,81,érés kezdetétől (BBCH 81) fogyasztásra érettségig (BBCH 89),,4,2,,Blossom Protect_mód_20250205.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=346545557es346495049&documentName=Blossom+Protect_m%c3%b3d_20250205.pdf,missing point 4 row recovered from markdown table audit; source Blossom_Protect__04.2-2735-1-2011__Blossom_Protect_mód_20250205.md line 166
Caramba Turbo,02.5/1313/1/2010,alapengedely,olajretek,"levél- és szárbetegségek (alternária, fóma, szklerotinia, cilindrospóriumos betegség) fagykár csökkentés, megdőlés ellen (növényi növekedés szabályozó)","növekedés szabályozó szer, gombaölő szer",0.7-1.4,l/ha,200-400,l/ha,14,14,4 leveles állapottól (BBCH 14) tőlevélrózsás állapotig (BBCH 19),,1,90,,CarambaTurbo_mod_20260511.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=350182015es350111994&documentName=CarambaTurbo_mod_20260511.pdf,missing point 4 row recovered from markdown table audit; source Caramba_Turbo__02.5-1313-1-2010__CarambaTurbo_mod_20260511.md line 268
Closer 120 SC,6300/13323-1/2019,alapengedely,"paradicsom, paprika (alma, töltenivaló, fűszer, kápia, pfefferoni, pritamin), tojásgyümölcs (zárt termesztő berendezés)",levéltetvek,rovarölő szer,0.2,l/ha,500-1500,l/ha,20,87,elsődleges oldalhajtás állapot – a 70 %-os érés (BBCH 20-87),,2,7,,Closer 120 SC_KK_879_1_20230327_publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=341517510es341517760&documentName=Closer+120+SC_KK_879_1_20230327_publikus.pdf,missing point 4 row recovered from markdown table audit; source Closer_120_SC__6300-13323-1-2019__Closer_120_SC_KK_879_1_20230327_publikus.md line 104
Cosayr,6700/0051664-4/2024,alapengedely,"alma, körte, birs",almamoly,rovarölő szer,100,kg/ha,500-1000,l/ha,70,87,gyümölcskötődéstől szedésérettségig (BBCH 70-87),,1,"0,12",,Cosayr_mod_97663_20251212_publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=348318204es348319153&documentName=Cosayr_mod_97663_20251212_publikus.pdf,missing point 4 row recovered from markdown table audit; source Cosayr__6700-0051664-4-2024__Cosayr_mod_97663_20251212_publikus.md line 207
Cosayr,6700/0051664-4/2024,alapengedely,"borszőlő, csemegeszőlő",tarka szőlőmoly,rovarölő szer,140,kg/ha,400-1200,l/ha,57,83,fürtmegnyúlástól bogyószíneződésig (BBCH 57-83),,1,"0,18",,Cosayr_mod_97663_20251212_publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=348318204es348319153&documentName=Cosayr_mod_97663_20251212_publikus.pdf,missing point 4 row recovered from markdown table audit; source Cosayr__6700-0051664-4-2024__Cosayr_mod_97663_20251212_publikus.md line 208
